job_id,search_role,skill
X0ZlTm9UalNnLXBQZWF2a0FBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBTMkU0U2pGdllsTmZOMGt0VVhCZmVETnNWV1JTWkdKZlpITkRkVkZEWDFkbmVtOURhelJzVkRsWlZXcGZPRjh4U1dKdGRVbDRWMHhCYW5GV2VscENlQzB4VWpVMWJrUTJlSFJyTVRGMVVVVTRVSEZOU1VWWlUyWjBSa1pmT1hCT2IwaDFNM0ZsYmxGdGNIbFZNVmRQV1ZWM1lUTlpkMlJaY0daRE5XVkhTek5LWTBSaGNWSVNGMk0xVDA1aGRrUlpSMlo1ZGpCUVJWQjBOSFYwTFVGdkdpSkJSSE55T1daUlUzTnRaM1JLVlZoUFVVOUllUzFqVWxNdE0yMXFSbVJHYlc1Ug,Data Analyst,Excel
X0ZlTm9UalNnLXBQZWF2a0FBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBTMkU0U2pGdllsTmZOMGt0VVhCZmVETnNWV1JTWkdKZlpITkRkVkZEWDFkbmVtOURhelJzVkRsWlZXcGZPRjh4U1dKdGRVbDRWMHhCYW5GV2VscENlQzB4VWpVMWJrUTJlSFJyTVRGMVVVVTRVSEZOU1VWWlUyWjBSa1pmT1hCT2IwaDFNM0ZsYmxGdGNIbFZNVmRQV1ZWM1lUTlpkMlJaY0daRE5XVkhTek5LWTBSaGNWSVNGMk0xVDA1aGRrUlpSMlo1ZGpCUVJWQjBOSFYwTFVGdkdpSkJSSE55T1daUlUzTnRaM1JLVlZoUFVVOUllUzFqVWxNdE0yMXFSbVJHYlc1Ug,Data Analyst,Snowflake
YnEzRFJ4WExOVHlPUWpFRkFBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBTVWwyVXpSWExUUTFhRk0wTnpSeVVISm9URkpPV0hwWU9WOWhVVVp3ZGs1UGVscDFUblpwT0UxZlFtSnJka28xZFhkSFJWbEhTazh0ZEUwd1IySmFibW93TTFObU1qRlFURzlYUVhaNVpIUjBXbVYyTWxOQlUyWjJWV2REUVRrelpYVnBRMlF0VlZsMmIzbFdkRkJ1VERsd1NGWklNMU5NYUdORlFVVmllVWR3WDJSeU1WQVNGMk0xVDA1aGRrUlpSMlo1ZGpCUVJWQjBOSFYwTFVGdkdpSkJSSE55T1daVVFVSnVTbU51Um05TFVYWm9NRlpqUW1wcVVFaDBTbXRJUmxaMw,Data Analyst,Git
NUc1TmwwT1g4UlFNZ2FIcEFBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBTbkI1ZURaTWRuRTJRalozZWpaeFNtNTVUMGRIVDFSdWVYZG9jbkJmTTFoNE9XTXlORUp5VG1JNE5uRm5kSFJtUzJkdlFrZFdiSG95YzNOdkxWcFRSVXRuTW5Kc2QwaHRUbWR1YkVWbk1GcDRaVWd0YjE5aGFERTNiWEJoVTNsMVpXcGZhbXMxVVZKd1NXdEZVMjFzYVZkdmVHZEhPVkpCY0d4WU1tUm5aRXRzV1hSUExVRVNGMk0xVDA1aGRrUlpSMlo1ZGpCUVJWQjBOSFYwTFVGdkdpSkJSSE55T1daUlNrVkVSbVV6UzNocWFtMHRNa1pHVmtGdVRWWjZTbTVUVm10Qg,Data Analyst,Excel
blg2VDBGb2hodDRpZGpQakFBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBTM28zVFRBd1VYWTFSVmRGU1dsQmQwMVFaRGh3ZUd0dmVrMUVZa2RLTTFSaE5FSllVa0pFTm14SFlrcFVlVEZxVG5aWlJWRm9Ua1ppWVVrMFNtdHJSM05UYjJVelVYQk5ibXhWVDA5elluWlBOSGxPZDFaUVpVUkNaRkowZGxaaU1FRlFNRE5ZVm1welgzUlVOWHBaZWpOc09GaGtRMXB4ZVhkTVEwbEJlazFGU2tWclMyWVNGMlJhVDA1aGNFdE1SRFZIWVRCUVJWQnVZM0ZuY1VFMEdpSkJSSE55T1daU2FXZFFTRGRYUTBkNWJqVlZjV05tV1dOMlpUVkJRME14VVVwMw,Data Analyst,SQL
blg2VDBGb2hodDRpZGpQakFBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBTM28zVFRBd1VYWTFSVmRGU1dsQmQwMVFaRGh3ZUd0dmVrMUVZa2RLTTFSaE5FSllVa0pFTm14SFlrcFVlVEZxVG5aWlJWRm9Ua1ppWVVrMFNtdHJSM05UYjJVelVYQk5ibXhWVDA5elluWlBOSGxPZDFaUVpVUkNaRkowZGxaaU1FRlFNRE5ZVm1welgzUlVOWHBaZWpOc09GaGtRMXB4ZVhkTVEwbEJlazFGU2tWclMyWVNGMlJhVDA1aGNFdE1SRFZIWVRCUVJWQnVZM0ZuY1VFMEdpSkJSSE55T1daU2FXZFFTRGRYUTBkNWJqVlZjV05tV1dOMlpUVkJRME14VVVwMw,Data Analyst,Power BI
blg2VDBGb2hodDRpZGpQakFBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBTM28zVFRBd1VYWTFSVmRGU1dsQmQwMVFaRGh3ZUd0dmVrMUVZa2RLTTFSaE5FSllVa0pFTm14SFlrcFVlVEZxVG5aWlJWRm9Ua1ppWVVrMFNtdHJSM05UYjJVelVYQk5ibXhWVDA5elluWlBOSGxPZDFaUVpVUkNaRkowZGxaaU1FRlFNRE5ZVm1welgzUlVOWHBaZWpOc09GaGtRMXB4ZVhkTVEwbEJlazFGU2tWclMyWVNGMlJhVDA1aGNFdE1SRFZIWVRCUVJWQnVZM0ZuY1VFMEdpSkJSSE55T1daU2FXZFFTRGRYUTBkNWJqVlZjV05tV1dOMlpUVkJRME14VVVwMw,Data Analyst,Tableau
blg2VDBGb2hodDRpZGpQakFBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBTM28zVFRBd1VYWTFSVmRGU1dsQmQwMVFaRGh3ZUd0dmVrMUVZa2RLTTFSaE5FSllVa0pFTm14SFlrcFVlVEZxVG5aWlJWRm9Ua1ppWVVrMFNtdHJSM05UYjJVelVYQk5ibXhWVDA5elluWlBOSGxPZDFaUVpVUkNaRkowZGxaaU1FRlFNRE5ZVm1welgzUlVOWHBaZWpOc09GaGtRMXB4ZVhkTVEwbEJlazFGU2tWclMyWVNGMlJhVDA1aGNFdE1SRFZIWVRCUVJWQnVZM0ZuY1VFMEdpSkJSSE55T1daU2FXZFFTRGRYUTBkNWJqVlZjV05tV1dOMlpUVkJRME14VVVwMw,Data Analyst,Excel
OGFGdGlmdHMxVC1aYVJ0NkFBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBTbXhOU2xaNVdGTnJkbWhCUTNnd2JsOVpRVzUyU0dSU1NFSlZjWGRTYmw5ak1HcHFTelJpVkZZdFNFTlpVV0YzVTJWcFprbHRPSEV5VW1KMVV6Sk1jRGxvZUZOamJVaHViR1pPZDBSQllVUTJaMDAxV1hCb2VtRnZhWGRqU1RoRk9XbGpTV2RQVWswMlVtUm1WazlCY0RGemIxaDRNMVZZWlV0S1NERmtNa3BtVFVKaFVFRVNGMlJhVDA1aGNFdE1SRFZIWVRCUVJWQnVZM0ZuY1VFMEdpSkJSSE55T1daVVdEZHZkSEk1WldFMFNYWjFTbGQ2YzJsSGRUQTVOVFJDTVY5Qg,Data Analyst,Excel
NzF1dWxLOTd6R3NzWUFjUEFBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBTbXBXWXpKMlJucGZhemQzVERWRmNGZGlXbWcyU1VSZlVXSkVRWE5STFUxbGIyTkZUaTB0TkhSNlMxZHFVa2d5YURZeFFtMTNhWE5CTjB0T1QybE1kSE5XWDNkcGNVMWllbVpwVUdSbFZHeEVkRVl4WTNOZmN5MU1kRXhSVldjNGFtbENVWEozTUVjdFVsaFBkV2g1TFhKUVNTMU9RV1ZMZFZkWllVcFBhWGMxY0cxS1ZITVNGMlJhVDA1aGNFdE1SRFZIWVRCUVJWQnVZM0ZuY1VFMEdpSkJSSE55T1daUlJtdEpRbTQ0YVdnek1rTmtiVjh6Y0d0NFNVZFhlVlpJYTNCQg,Data Analyst,Excel
TVBnMEtLNE83RmJxZkx3RUFBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBTMUJtZFUwM1ZHb3laWGRFY0cwMVVIRlBkVXBqYTBnelkzTnNlRFoxZFY5SVNXNXlNMW90Ym5wS2RUUTNPRFo0YTJkNmNsVndTRVJETUhwT2FFdFhjRkJRYVRsNk0wODJXRk56ZEVNNFRHTmlZUzFvZEdac1IwbExPRkZCWlVSNFVHZDRlbTkxVW0xM1oxVkxaVzh3UVdFMVlUaG5VRzg1U2xZNFEwMHpVbTlIU1Raa1FWTVNGMlJhVDA1aGNFdE1SRFZIWVRCUVJWQnVZM0ZuY1VFMEdpSkJSSE55T1daU2RrczJiRkZFTmxFdFRXUTNOMFpDYXpKUlZVdE9WMlZPZEZKUg,Data Analyst,Excel
U2Vld1RfNW5OVEtXZWkzQ0FBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBTV1JNUldSemVVWnZWa1ZmVkdSS2FsWlBla04wVEhKT1lqbEtUelZtTlZaWGFVVTFjMWxtWm1KMmNFSmZUV2c1UWtvd1JGb3lhME4zT1c4d1ZFd3dhM2syZVVSVVRraFZYMmxFTFdveFJHWmFZVVJzZDB0blYzTmFTQzF6VWt4SVJ6VjRZMko2Y1haQ05HWkdVRVpXVVUwdFRIVkNiM1ZSUnpGWU56TlRTMU41ZFRCSVozZ1NGMlJhVDA1aGNFdE1SRFZIWVRCUVJWQnVZM0ZuY1VFMEdpSkJSSE55T1daVWRrMWpWVzR5WWpoRFNIaExWbkF4Vm14SlNHTktaa3RtYTFkMw,Data Analyst,Excel
V29pMURvYkUzQ0w3S0FSTkFBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBTa0ZDVFhkdll6UjNWV00zUlVodGNFZGZURFozT0hGNFJqaFlja1kzU1ZvdGFsSktiMmsyVWt0NVYzRk9aMWhWYUhaQ01qSk1WMnhPWVUwMFRuZFhObkZrTVVKa05VNDVhbkUyUmxKM1J6WXdaR0p3ZFhFMmVEbERTVUZJUzBWTWFtZDRlVXBYUlVZd2NIcEZWRmxvVVRNeGNHSlZlVFJmY0ZKUmMwTkhibE01VWpoU2QzWVNGMlJhVDA1aGNFdE1SRFZIWVRCUVJWQnVZM0ZuY1VFMEdpSkJSSE55T1daU05EaFBkRnBUVjJwMlFtZGFUREZGZEdWclpHSTFWVTV1VVc5Ug,Data Analyst,Python
V29pMURvYkUzQ0w3S0FSTkFBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBTa0ZDVFhkdll6UjNWV00zUlVodGNFZGZURFozT0hGNFJqaFlja1kzU1ZvdGFsSktiMmsyVWt0NVYzRk9aMWhWYUhaQ01qSk1WMnhPWVUwMFRuZFhObkZrTVVKa05VNDVhbkUyUmxKM1J6WXdaR0p3ZFhFMmVEbERTVUZJUzBWTWFtZDRlVXBYUlVZd2NIcEZWRmxvVVRNeGNHSlZlVFJmY0ZKUmMwTkhibE01VWpoU2QzWVNGMlJhVDA1aGNFdE1SRFZIWVRCUVJWQnVZM0ZuY1VFMEdpSkJSSE55T1daU05EaFBkRnBUVjJwMlFtZGFUREZGZEdWclpHSTFWVTV1VVc5Ug,Data Analyst,Excel
eEtQMU1sbUMxREdmZm9wekFBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBUR295Y0dWMWRqSXhjRTFQZDIxalUyZ3pNVlUyUTBsNFNqSkxYMVY1VEhoWlh6RjBUMVI1TVRWRU5FOW9SRE15VFU0NVExcHBNRkIxVms1RE5VaG9NVEpCUlVGUWMybHhMVEJOZGw5TmJVOVdaa2hxUWpGSlVXb3dVSGcyVlRaTWNrVTBSV0ZKWjFsYWRXbHJTMjVrVkdOc1NtZFFNR0Z4ZDNsaFNWWXhSMnRQV0ZoMWVqQVNGMlJhVDA1aGNFdE1SRFZIWVRCUVJWQnVZM0ZuY1VFMEdpSkJSSE55T1daUmEwNW9SRXRSWldoU1ZHaGpjRzB3WXpWd2JISXpUMlJxWVZwbg,Data Analyst,SQL
eEtQMU1sbUMxREdmZm9wekFBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBUR295Y0dWMWRqSXhjRTFQZDIxalUyZ3pNVlUyUTBsNFNqSkxYMVY1VEhoWlh6RjBUMVI1TVRWRU5FOW9SRE15VFU0NVExcHBNRkIxVms1RE5VaG9NVEpCUlVGUWMybHhMVEJOZGw5TmJVOVdaa2hxUWpGSlVXb3dVSGcyVlRaTWNrVTBSV0ZKWjFsYWRXbHJTMjVrVkdOc1NtZFFNR0Z4ZDNsaFNWWXhSMnRQV0ZoMWVqQVNGMlJhVDA1aGNFdE1SRFZIWVRCUVJWQnVZM0ZuY1VFMEdpSkJSSE55T1daUmEwNW9SRXRSWldoU1ZHaGpjRzB3WXpWd2JISXpUMlJxWVZwbg,Data Analyst,Power BI
eEtQMU1sbUMxREdmZm9wekFBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBUR295Y0dWMWRqSXhjRTFQZDIxalUyZ3pNVlUyUTBsNFNqSkxYMVY1VEhoWlh6RjBUMVI1TVRWRU5FOW9SRE15VFU0NVExcHBNRkIxVms1RE5VaG9NVEpCUlVGUWMybHhMVEJOZGw5TmJVOVdaa2hxUWpGSlVXb3dVSGcyVlRaTWNrVTBSV0ZKWjFsYWRXbHJTMjVrVkdOc1NtZFFNR0Z4ZDNsaFNWWXhSMnRQV0ZoMWVqQVNGMlJhVDA1aGNFdE1SRFZIWVRCUVJWQnVZM0ZuY1VFMEdpSkJSSE55T1daUmEwNW9SRXRSWldoU1ZHaGpjRzB3WXpWd2JISXpUMlJxWVZwbg,Data Analyst,Excel
eEtQMU1sbUMxREdmZm9wekFBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBUR295Y0dWMWRqSXhjRTFQZDIxalUyZ3pNVlUyUTBsNFNqSkxYMVY1VEhoWlh6RjBUMVI1TVRWRU5FOW9SRE15VFU0NVExcHBNRkIxVms1RE5VaG9NVEpCUlVGUWMybHhMVEJOZGw5TmJVOVdaa2hxUWpGSlVXb3dVSGcyVlRaTWNrVTBSV0ZKWjFsYWRXbHJTMjVrVkdOc1NtZFFNR0Z4ZDNsaFNWWXhSMnRQV0ZoMWVqQVNGMlJhVDA1aGNFdE1SRFZIWVRCUVJWQnVZM0ZuY1VFMEdpSkJSSE55T1daUmEwNW9SRXRSWldoU1ZHaGpjRzB3WXpWd2JISXpUMlJxWVZwbg,Data Analyst,Oracle
eEtQMU1sbUMxREdmZm9wekFBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBUR295Y0dWMWRqSXhjRTFQZDIxalUyZ3pNVlUyUTBsNFNqSkxYMVY1VEhoWlh6RjBUMVI1TVRWRU5FOW9SRE15VFU0NVExcHBNRkIxVms1RE5VaG9NVEpCUlVGUWMybHhMVEJOZGw5TmJVOVdaa2hxUWpGSlVXb3dVSGcyVlRaTWNrVTBSV0ZKWjFsYWRXbHJTMjVrVkdOc1NtZFFNR0Z4ZDNsaFNWWXhSMnRQV0ZoMWVqQVNGMlJhVDA1aGNFdE1SRFZIWVRCUVJWQnVZM0ZuY1VFMEdpSkJSSE55T1daUmEwNW9SRXRSWldoU1ZHaGpjRzB3WXpWd2JISXpUMlJxWVZwbg,Data Analyst,Linux
SmNrQjJ2dXZuZVNOck1KWEFBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBURmxNVlhaZlFtWTVRV2xFU2s1V2RtUnlVV1pXYzJsUFVIbFBXbmxKWVRobWNWTkhUVE5yT1Vvd1NsSmxaSGhaVjNKalZrcGxZelZSUVhWTWJGODNUblZVZW5wbFNETkVkV0pmYzNoQ1RGTk9YMjl3TFROSldUSnlWMDF3UVdOUVRHbFNWalo1WlhaR01WQlRVbVpzUXpST2IybGZXVmsxWDFSTVFtcG9NbVJMTFROTWVEY1NGMlJhVDA1aGNFdE1SRFZIWVRCUVJWQnVZM0ZuY1VFMEdpSkJSSE55T1daU2VYQmxWbEpJZG5BM1RFVkZOWGx4UjFoeE1WOTVjM2hVZDFGQg,Data Analyst,Power BI
SmNrQjJ2dXZuZVNOck1KWEFBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBURmxNVlhaZlFtWTVRV2xFU2s1V2RtUnlVV1pXYzJsUFVIbFBXbmxKWVRobWNWTkhUVE5yT1Vvd1NsSmxaSGhaVjNKalZrcGxZelZSUVhWTWJGODNUblZVZW5wbFNETkVkV0pmYzNoQ1RGTk9YMjl3TFROSldUSnlWMDF3UVdOUVRHbFNWalo1WlhaR01WQlRVbVpzUXpST2IybGZXVmsxWDFSTVFtcG9NbVJMTFROTWVEY1NGMlJhVDA1aGNFdE1SRFZIWVRCUVJWQnVZM0ZuY1VFMEdpSkJSSE55T1daU2VYQmxWbEpJZG5BM1RFVkZOWGx4UjFoeE1WOTVjM2hVZDFGQg,Data Analyst,Tableau
SmNrQjJ2dXZuZVNOck1KWEFBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBURmxNVlhaZlFtWTVRV2xFU2s1V2RtUnlVV1pXYzJsUFVIbFBXbmxKWVRobWNWTkhUVE5yT1Vvd1NsSmxaSGhaVjNKalZrcGxZelZSUVhWTWJGODNUblZVZW5wbFNETkVkV0pmYzNoQ1RGTk9YMjl3TFROSldUSnlWMDF3UVdOUVRHbFNWalo1WlhaR01WQlRVbVpzUXpST2IybGZXVmsxWDFSTVFtcG9NbVJMTFROTWVEY1NGMlJhVDA1aGNFdE1SRFZIWVRCUVJWQnVZM0ZuY1VFMEdpSkJSSE55T1daU2VYQmxWbEpJZG5BM1RFVkZOWGx4UjFoeE1WOTVjM2hVZDFGQg,Data Analyst,Excel
SmNrQjJ2dXZuZVNOck1KWEFBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBURmxNVlhaZlFtWTVRV2xFU2s1V2RtUnlVV1pXYzJsUFVIbFBXbmxKWVRobWNWTkhUVE5yT1Vvd1NsSmxaSGhaVjNKalZrcGxZelZSUVhWTWJGODNUblZVZW5wbFNETkVkV0pmYzNoQ1RGTk9YMjl3TFROSldUSnlWMDF3UVdOUVRHbFNWalo1WlhaR01WQlRVbVpzUXpST2IybGZXVmsxWDFSTVFtcG9NbVJMTFROTWVEY1NGMlJhVDA1aGNFdE1SRFZIWVRCUVJWQnVZM0ZuY1VFMEdpSkJSSE55T1daU2VYQmxWbEpJZG5BM1RFVkZOWGx4UjFoeE1WOTVjM2hVZDFGQg,Data Analyst,Git
ZThSSmZwY0JZUUhUUlZDUkFBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBTVVJuT0ZNNFVUYzBaRUZNUVV0YUxYWjBaemRGTlhwTk5sUnFSa3cyU2pSVFlWTXRPRjlUYTE5c01VTk9kbVZNV1dsMGRXVjNNVGRzUjA0eFVuSkZhM3BpU214S2JVNVhjVTVtWjJWaVRuRXhUVXRPWVZCQldWQXpNalYwTUZSdU1tZEROR3BFWVRRM1dYQjBkR1UxYTBkdE5GZFlRVGczTFdFMU0wRklSMlY2VTNwcVNYb1NGMlJhVDA1aGNFdE1SRFZIWVRCUVJWQnVZM0ZuY1VFMEdpSkJSSE55T1daUmJFWlJRek5qUlVoZmFFdDNibHBsT0hwWFkydG5OVVp3Ym1abg,Data Analyst,SQL
ZThSSmZwY0JZUUhUUlZDUkFBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBTVVJuT0ZNNFVUYzBaRUZNUVV0YUxYWjBaemRGTlhwTk5sUnFSa3cyU2pSVFlWTXRPRjlUYTE5c01VTk9kbVZNV1dsMGRXVjNNVGRzUjA0eFVuSkZhM3BpU214S2JVNVhjVTVtWjJWaVRuRXhUVXRPWVZCQldWQXpNalYwTUZSdU1tZEROR3BFWVRRM1dYQjBkR1UxYTBkdE5GZFlRVGczTFdFMU0wRklSMlY2VTNwcVNYb1NGMlJhVDA1aGNFdE1SRFZIWVRCUVJWQnVZM0ZuY1VFMEdpSkJSSE55T1daUmJFWlJRek5qUlVoZmFFdDNibHBsT0hwWFkydG5OVVp3Ym1abg,Data Analyst,Tableau
ZThSSmZwY0JZUUhUUlZDUkFBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBTVVJuT0ZNNFVUYzBaRUZNUVV0YUxYWjBaemRGTlhwTk5sUnFSa3cyU2pSVFlWTXRPRjlUYTE5c01VTk9kbVZNV1dsMGRXVjNNVGRzUjA0eFVuSkZhM3BpU214S2JVNVhjVTVtWjJWaVRuRXhUVXRPWVZCQldWQXpNalYwTUZSdU1tZEROR3BFWVRRM1dYQjBkR1UxYTBkdE5GZFlRVGczTFdFMU0wRklSMlY2VTNwcVNYb1NGMlJhVDA1aGNFdE1SRFZIWVRCUVJWQnVZM0ZuY1VFMEdpSkJSSE55T1daUmJFWlJRek5qUlVoZmFFdDNibHBsT0hwWFkydG5OVVp3Ym1abg,Data Analyst,Excel
eGR2X2thb2xvdnQydlRWbEFBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBURVV5UTFod2NHbHFja1JhV0U5V1MwRldORXhxWldZeGNWQkJVMjlzVUVGU04wVldTelp5TmpWcGVIVlRSRFZ2Tm5OTFptRTFjMmRNWlZCVmFESXdTMDVMTFc5NWJWQmlOV0l5TTAxVlpWaHllVUl0U1ZGNVowNVVZMXBXV2xKRFUyMXNaVkZLYnpWak0wMUZVak5YYWt4aGRFWTJObUprWkZWaFptTnhRM051UTJseWNXOFNGMlExVDA1aGRYbFNSalI1VFcwNVkxQXRkbGQ1ZFZGRkdpSkJSSE55T1daU1JYUjBORlE0VFZjMlRUZzFSa3BwTWs1eWRVZFdUMDR5WkhGUg,Data Analyst,Power BI
eGR2X2thb2xvdnQydlRWbEFBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBURVV5UTFod2NHbHFja1JhV0U5V1MwRldORXhxWldZeGNWQkJVMjlzVUVGU04wVldTelp5TmpWcGVIVlRSRFZ2Tm5OTFptRTFjMmRNWlZCVmFESXdTMDVMTFc5NWJWQmlOV0l5TTAxVlpWaHllVUl0U1ZGNVowNVVZMXBXV2xKRFUyMXNaVkZLYnpWak0wMUZVak5YYWt4aGRFWTJObUprWkZWaFptTnhRM051UTJseWNXOFNGMlExVDA1aGRYbFNSalI1VFcwNVkxQXRkbGQ1ZFZGRkdpSkJSSE55T1daU1JYUjBORlE0VFZjMlRUZzFSa3BwTWs1eWRVZFdUMDR5WkhGUg,Data Analyst,Excel
VUNvWVlnMzVrTEhmc0taeUFBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBTMHBPUmpSZmRXaHVjR2xzVTIwNWNrUnFTR2Q2UjNSc1dVWjBiV0pwYkZFNFlsQnZSbEYxWkhaNlkzRXRSRFV0YVc5TFUzUndNbVkyT1V0eVpqRk5jMngyY3pacWRuUk1hRkZSYURoa1prbG5Xbkp2YzFSQlpEZFBjRlY0UXkwM00yVTRjMU5CY1hsSmVDMVpOSEZPV0U1TVJXSm1jMGt6VERaSWJFUkpWMnhaUjA1VWFVWVNGMlExVDA1aGRYbFNSalI1VFcwNVkxQXRkbGQ1ZFZGRkdpSkJSSE55T1daVGRGOXdWemxyY25kaGVHNWlWV0ZDVW05blFYRXlRbVEzY21OQg,Data Analyst,SQL
VUNvWVlnMzVrTEhmc0taeUFBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBTMHBPUmpSZmRXaHVjR2xzVTIwNWNrUnFTR2Q2UjNSc1dVWjBiV0pwYkZFNFlsQnZSbEYxWkhaNlkzRXRSRFV0YVc5TFUzUndNbVkyT1V0eVpqRk5jMngyY3pacWRuUk1hRkZSYURoa1prbG5Xbkp2YzFSQlpEZFBjRlY0UXkwM00yVTRjMU5CY1hsSmVDMVpOSEZPV0U1TVJXSm1jMGt6VERaSWJFUkpWMnhaUjA1VWFVWVNGMlExVDA1aGRYbFNSalI1VFcwNVkxQXRkbGQ1ZFZGRkdpSkJSSE55T1daVGRGOXdWemxyY25kaGVHNWlWV0ZDVW05blFYRXlRbVEzY21OQg,Data Analyst,Power BI
VUNvWVlnMzVrTEhmc0taeUFBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBTMHBPUmpSZmRXaHVjR2xzVTIwNWNrUnFTR2Q2UjNSc1dVWjBiV0pwYkZFNFlsQnZSbEYxWkhaNlkzRXRSRFV0YVc5TFUzUndNbVkyT1V0eVpqRk5jMngyY3pacWRuUk1hRkZSYURoa1prbG5Xbkp2YzFSQlpEZFBjRlY0UXkwM00yVTRjMU5CY1hsSmVDMVpOSEZPV0U1TVJXSm1jMGt6VERaSWJFUkpWMnhaUjA1VWFVWVNGMlExVDA1aGRYbFNSalI1VFcwNVkxQXRkbGQ1ZFZGRkdpSkJSSE55T1daVGRGOXdWemxyY25kaGVHNWlWV0ZDVW05blFYRXlRbVEzY21OQg,Data Analyst,Tableau
VUNvWVlnMzVrTEhmc0taeUFBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBTMHBPUmpSZmRXaHVjR2xzVTIwNWNrUnFTR2Q2UjNSc1dVWjBiV0pwYkZFNFlsQnZSbEYxWkhaNlkzRXRSRFV0YVc5TFUzUndNbVkyT1V0eVpqRk5jMngyY3pacWRuUk1hRkZSYURoa1prbG5Xbkp2YzFSQlpEZFBjRlY0UXkwM00yVTRjMU5CY1hsSmVDMVpOSEZPV0U1TVJXSm1jMGt6VERaSWJFUkpWMnhaUjA1VWFVWVNGMlExVDA1aGRYbFNSalI1VFcwNVkxQXRkbGQ1ZFZGRkdpSkJSSE55T1daVGRGOXdWemxyY25kaGVHNWlWV0ZDVW05blFYRXlRbVEzY21OQg,Data Analyst,Excel
VUNvWVlnMzVrTEhmc0taeUFBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBTMHBPUmpSZmRXaHVjR2xzVTIwNWNrUnFTR2Q2UjNSc1dVWjBiV0pwYkZFNFlsQnZSbEYxWkhaNlkzRXRSRFV0YVc5TFUzUndNbVkyT1V0eVpqRk5jMngyY3pacWRuUk1hRkZSYURoa1prbG5Xbkp2YzFSQlpEZFBjRlY0UXkwM00yVTRjMU5CY1hsSmVDMVpOSEZPV0U1TVJXSm1jMGt6VERaSWJFUkpWMnhaUjA1VWFVWVNGMlExVDA1aGRYbFNSalI1VFcwNVkxQXRkbGQ1ZFZGRkdpSkJSSE55T1daVGRGOXdWemxyY25kaGVHNWlWV0ZDVW05blFYRXlRbVEzY21OQg,Data Analyst,dbt
SkQ1d01kcExCTU1sNnQ2UUFBQUFBQT09OkVzd0JDb3dCUVVwcFZEUjBTMUpVVkhOak5rNW1TSFZLV0hSQmIyZHVRazVoZWtGV2RGVTVVREEwZFdONGVucHJRM1YwVkdOTloyOTFWVVkyVTAxeWVWQjFhV0pGY1RsSk5rVXRlbkZTYTBGdlprZFhSRGRmUm1Oa1JtRTVXVGd0V21adk9HWTJUbkpRTmtGUE5rVXhiSFF0VXpKNmFEaFVia3d6YUdwZldWWjNZM1JLYnpsMkxWOHpibFpNU1haWlkzUVNGMlExVDA1aGRYbFNSalI1VFcwNVkxQXRkbGQ1ZFZGRkdpSkJSSE55T1daVE1qZHlUV2x4WVZJd05GUkNiMTlDVGpKblRsVXhlSEEwZVRkMw,Data Analyst,Power BI
